age,annual_income,credit_score,tenure_months,account_balance,monthly_usage_hours,support_tickets,contract_type,payment_method,device_category,is_churn
28,94601.01,787,60,144875.82,103.6,1,Month-to-Month,Electronic Check,Tablet,0
62,61809.18,591,3,141245.23,112.1,4,Month-to-Month,Electronic Check,Desktop,1
42,32690.23,818,55,129759.38,107.4,4,Month-to-Month,Credit Card,Mobile,0
50,137312.73,691,14,74996.59,93.4,3,Two-Year,Bank Transfer,Tablet,0
55,42296.91,498,58,21135.59,86.5,2,Month-to-Month,Bank Transfer,Desktop,0
58,119289.52,585,15,32685.67,32.5,3,One-Year,Credit Card,Desktop,0
25,68562.71,655,2,97150.5,74.9,2,One-Year,Credit Card,Tablet,0
28,51891.89,827,24,63263.25,63.1,2,Month-to-Month,Bank Transfer,Desktop,0
39,83861.49,516,64,22020.24,103.6,2,One-Year,Bank Transfer,Desktop,0
68,149224.1,369,71,71849.09,59.5,2,Month-to-Month,Credit Card,Desktop,0
41,85774.5,565,24,2614.58,16.2,1,Two-Year,Electronic Check,Mobile,0
58,141369.3,692,27,110084.31,1.6,0,Month-to-Month,Bank Transfer,Desktop,1
34,44450.38,484,37,11037.19,81.7,2,Month-to-Month,Credit Card,Mobile,0
29,144779.57,742,39,94367.04,66.4,1,Month-to-Month,Credit Card,Tablet,0
74,61724.67,478,63,118951.55,40.4,1,Two-Year,Electronic Check,Desktop,0
63,129995.94,759,26,19896.58,21.1,3,Two-Year,Bank Transfer,Desktop,0
49,112696.14,771,65,77795.8,56.5,3,Month-to-Month,Bank Transfer,Mobile,0
32,169017.43,643,4,116860.13,12.9,2,Month-to-Month,Credit Card,Desktop,0
33,85034.99,595,29,39095.02,41.0,2,Month-to-Month,Credit Card,Mobile,0
71,35255.6,538,1,24437.49,46.1,2,One-Year,Credit Card,Desktop,0
39,27969.1,393,50,50522.87,56.4,2,Month-to-Month,Credit Card,Desktop,0
45,153163.08,435,11,83204.88,56.5,3,One-Year,Bank Transfer,Mobile,0
37,106334.02,393,59,86291.94,31.6,2,Month-to-Month,Credit Card,Mobile,0
50,145162.83,679,62,19631.45,102.2,4,One-Year,Credit Card,Desktop,0
27,61335.97,724,36,68635.33,43.3,2,Month-to-Month,Credit Card,Mobile,0
57,78487.98,795,56,40242.33,28.3,1,One-Year,Bank Transfer,Mobile,0
49,29666.1,727,21,126303.63,21.9,4,One-Year,Electronic Check,Mobile,0
67,174031.31,739,13,47036.27,39.4,1,Month-to-Month,Electronic Check,Mobile,0
50,128519.53,494,9,125805.68,9.0,3,One-Year,Electronic Check,Desktop,0
19,169646.79,400,11,64284.69,4.9,2,One-Year,Bank Transfer,Tablet,0
50,66151.94,591,70,108987.86,73.0,0,Month-to-Month,Credit Card,Desktop,0
50,119776.86,643,1,76509.03,74.7,2,Month-to-Month,Bank Transfer,Mobile,0
58,130167.5,757,70,93294.39,64.0,3,One-Year,Credit Card,Desktop,0
30,74220.2,400,56,59303.48,91.7,0,Two-Year,Electronic Check,Desktop,0
47,156456.93,615,31,115231.02,5.7,1,Two-Year,Electronic Check,Desktop,0
50,171810.03,469,37,63778.41,112.4,2,One-Year,Bank Transfer,Mobile,0
30,162152.54,549,47,68619.25,12.3,1,Month-to-Month,Credit Card,Mobile,0
69,139555.38,754,47,77651.8,81.2,2,Month-to-Month,Electronic Check,Desktop,0
43,68007.03,597,69,124773.62,16.9,1,Month-to-Month,Electronic Check,Mobile,0
39,68650.49,419,58,98906.84,105.7,4,Month-to-Month,Bank Transfer,Tablet,0
56,174320.85,690,36,52374.06,61.8,2,Month-to-Month,Credit Card,Desktop,0
19,26594.1,406,32,100547.95,10.8,4,Month-to-Month,Credit Card,Mobile,1
55,135987.75,731,64,96363.99,74.4,1,Two-Year,Credit Card,Desktop,0
56,134468.16,388,71,139652.89,2.1,2,Two-Year,Credit Card,Mobile,0
43,121516.88,821,42,126212.47,93.3,3,Two-Year,Bank Transfer,Mobile,0
63,178466.87,638,48,97117.04,78.4,1,Month-to-Month,Electronic Check,Mobile,0
75,73341.31,792,30,51226.07,26.3,3,Two-Year,Credit Card,Mobile,0
67,77695.64,367,21,116936.47,45.6,2,Month-to-Month,Bank Transfer,Mobile,0
32,37235.61,789,60,86281.24,1.9,0,Month-to-Month,Credit Card,Mobile,0
51,93633.71,569,13,147790.5,83.5,1,One-Year,Credit Card,Mobile,0
59,65462.52,662,1,37125.92,39.4,3,Month-to-Month,Electronic Check,Mobile,1
72,78224.94,593,65,11948.38,69.0,1,Two-Year,Bank Transfer,Desktop,0
61,154358.63,701,33,10483.77,114.9,5,Month-to-Month,Bank Transfer,Mobile,0
66,170000.1,809,38,96004.56,36.6,0,Month-to-Month,Credit Card,Mobile,0
57,53788.63,653,25,140889.03,118.8,4,Month-to-Month,Credit Card,Mobile,1
28,82738.88,647,26,289.79,76.3,1,Two-Year,Credit Card,Mobile,0
20,168937.74,632,59,108865.66,29.8,0,Month-to-Month,Credit Card,Tablet,0
23,34580.31,423,33,98559.78,53.0,4,One-Year,Credit Card,Desktop,0
26,39315.88,459,41,109845.63,89.1,1,One-Year,Electronic Check,Desktop,0
23,50232.6,529,30,53310.81,54.1,3,One-Year,Credit Card,Mobile,0
26,117257.99,775,57,123074.47,9.2,2,Month-to-Month,Credit Card,Desktop,0
56,48323.2,381,49,6706.04,21.1,1,Month-to-Month,Bank Transfer,Tablet,0
48,175051.84,583,48,113314.67,95.2,3,One-Year,Electronic Check,Mobile,0
49,94240.75,631,49,40060.79,78.2,1,Two-Year,Electronic Check,Desktop,0
58,102735.28,374,47,71525.67,68.8,2,Two-Year,Electronic Check,Desktop,0
67,63232.09,680,56,123395.44,20.9,1,Month-to-Month,Credit Card,Tablet,0
29,97998.84,628,65,40703.86,100.7,3,Month-to-Month,Credit Card,Mobile,0
25,127596.61,575,12,27781.13,115.3,1,Month-to-Month,Electronic Check,Desktop,0
25,141432.46,406,69,102196.98,5.9,2,One-Year,Electronic Check,Mobile,0
67,141849.55,529,6,80009.23,10.3,1,Month-to-Month,Bank Transfer,Tablet,1
45,114573.12,581,65,77160.58,106.3,1,One-Year,Credit Card,Desktop,0
37,165175.77,731,25,38515.43,98.1,2,Two-Year,Credit Card,Tablet,0
64,151698.22,692,1,5232.05,74.5,1,Month-to-Month,Electronic Check,Tablet,1
24,142342.46,826,32,61540.37,113.5,1,Month-to-Month,Credit Card,Desktop,0
28,33618.86,636,3,15983.92,77.9,4,Two-Year,Bank Transfer,Desktop,0
37,26066.08,413,49,135898.37,26.7,4,Month-to-Month,Electronic Check,Desktop,1
33,57929.33,804,19,6187.55,87.7,4,Month-to-Month,Bank Transfer,Mobile,1
21,127846.16,581,60,64747.63,77.8,2,Month-to-Month,Credit Card,Mobile,0
23,88735.61,638,29,7836.84,118.3,2,Month-to-Month,Credit Card,Mobile,0
75,87372.97,562,50,14331.58,26.5,0,One-Year,Credit Card,Mobile,0
39,162110.97,607,2,98830.0,72.1,2,Month-to-Month,Bank Transfer,Tablet,0
43,163812.24,367,56,97066.69,93.8,1,Month-to-Month,Bank Transfer,Mobile,0
20,165922.17,524,17,4957.83,41.3,2,One-Year,Credit Card,Desktop,0
58,73651.1,766,60,169.72,46.2,6,Month-to-Month,Credit Card,Mobile,0
59,132113.65,578,36,11822.71,106.7,1,Month-to-Month,Credit Card,Mobile,0
31,67103.14,575,61,114449.83,49.1,0,One-Year,Electronic Check,Mobile,0
28,54544.52,433,17,87686.47,75.3,3,Two-Year,Electronic Check,Mobile,0
35,53618.03,640,49,5717.74,106.8,2,Month-to-Month,Credit Card,Mobile,0
71,78026.68,784,60,73214.55,26.0,3,Month-to-Month,Electronic Check,Desktop,0
29,91643.43,719,20,106804.4,117.8,3,One-Year,Bank Transfer,Desktop,0
40,153797.12,595,50,130342.71,84.5,1,One-Year,Electronic Check,Desktop,0
29,43583.12,751,3,140105.47,60.0,3,Month-to-Month,Bank Transfer,Desktop,1
30,138913.51,459,43,49116.08,52.3,4,Month-to-Month,Electronic Check,Tablet,0
42,107375.51,603,57,20374.86,114.6,2,Month-to-Month,Credit Card,Desktop,0
62,69631.53,437,50,35538.89,25.5,1,One-Year,Bank Transfer,Mobile,0
68,101387.04,421,68,116425.72,38.1,0,Month-to-Month,Electronic Check,Mobile,1
75,71491.02,730,50,145722.63,37.6,2,Two-Year,Credit Card,Mobile,0
36,117392.7,379,37,69959.04,35.4,0,One-Year,Credit Card,Mobile,0
72,92245.81,521,46,45802.98,56.8,4,One-Year,Credit Card,Desktop,0
63,50482.86,658,42,64378.59,118.7,5,Two-Year,Credit Card,Tablet,0
53,43070.38,743,15,45721.97,106.8,2,Month-to-Month,Credit Card,Desktop,0
62,109737.83,692,33,38473.13,40.0,3,Month-to-Month,Bank Transfer,Desktop,0
25,164874.02,785,11,89062.61,51.3,1,Month-to-Month,Credit Card,Mobile,0
46,78313.44,526,20,2360.4,80.7,5,Month-to-Month,Credit Card,Mobile,0
72,138615.02,488,24,38932.84,3.0,1,Month-to-Month,Electronic Check,Desktop,1
70,127092.51,543,64,99207.31,98.6,1,Month-to-Month,Bank Transfer,Mobile,0
72,169391.01,535,65,4809.4,105.7,2,Two-Year,Credit Card,Tablet,0
49,152252.06,567,17,12480.27,103.0,1,One-Year,Credit Card,Mobile,0
68,112823.82,513,61,44009.42,45.6,3,Two-Year,Bank Transfer,Tablet,0
61,126839.73,510,15,131670.72,56.0,1,Month-to-Month,Electronic Check,Desktop,1
35,164249.9,780,51,114732.92,2.5,2,One-Year,Credit Card,Desktop,0
23,86925.41,362,27,3323.49,48.5,3,Month-to-Month,Electronic Check,Tablet,0
35,75653.18,645,61,75256.92,55.8,4,Month-to-Month,Electronic Check,Mobile,1
36,26675.72,438,58,41203.12,108.9,7,One-Year,Electronic Check,Mobile,1
39,153115.42,673,31,97296.85,107.4,1,Month-to-Month,Credit Card,Mobile,0
54,149152.01,391,12,108233.08,116.0,1,One-Year,Credit Card,Mobile,0
49,41190.45,752,46,129429.39,106.3,4,Month-to-Month,Credit Card,Mobile,0
73,114412.89,559,31,71312.44,2.0,3,Month-to-Month,Credit Card,Tablet,0
58,96917.16,578,32,149167.51,77.3,2,Month-to-Month,Credit Card,Mobile,0
20,43399.91,699,32,146997.92,9.1,1,Two-Year,Credit Card,Tablet,0
45,176988.08,624,53,132325.01,33.4,3,Month-to-Month,Bank Transfer,Tablet,0
27,58277.86,791,61,86230.42,69.8,3,One-Year,Credit Card,Desktop,0
68,35421.3,628,46,59700.97,84.4,0,Month-to-Month,Credit Card,Tablet,0
52,117201.34,600,7,54657.95,78.9,1,Month-to-Month,Electronic Check,Desktop,1
46,139524.33,659,4,1818.71,6.8,3,One-Year,Credit Card,Desktop,0
71,30028.73,557,52,37376.17,13.3,1,Month-to-Month,Bank Transfer,Desktop,0
32,127101.23,670,31,107821.24,16.3,1,Month-to-Month,Bank Transfer,Desktop,0
50,107505.24,489,36,90544.81,11.9,2,Month-to-Month,Electronic Check,Mobile,0
24,41006.08,629,54,137463.33,22.2,4,Two-Year,Electronic Check,Mobile,0
29,51741.2,383,54,7503.34,82.9,5,Month-to-Month,Bank Transfer,Desktop,1
66,113036.02,658,17,23291.49,99.9,1,Month-to-Month,Electronic Check,Mobile,0
47,70935.43,741,30,118386.57,49.6,2,Month-to-Month,Bank Transfer,Tablet,0
38,170438.94,367,22,53776.14,83.4,0,Month-to-Month,Bank Transfer,Desktop,0
48,151904.74,406,43,17751.8,24.8,5,Month-to-Month,Credit Card,Mobile,0
75,177452.92,461,27,149467.58,116.8,3,Month-to-Month,Bank Transfer,Mobile,0
41,65248.98,354,37,118087.55,42.6,4,Month-to-Month,Bank Transfer,Mobile,1
37,175307.16,759,46,61311.16,101.7,3,Month-to-Month,Bank Transfer,Mobile,0
54,91841.25,763,35,123502.12,113.5,8,Two-Year,Bank Transfer,Mobile,0
21,78865.41,531,4,102090.58,103.9,2,Month-to-Month,Credit Card,Tablet,1
45,32804.18,362,26,118496.21,9.0,3,Month-to-Month,Credit Card,Mobile,0
61,33178.61,688,19,122280.96,78.4,2,Month-to-Month,Bank Transfer,Desktop,0
37,132261.74,634,45,12709.3,15.3,6,Month-to-Month,Credit Card,Mobile,0
41,95978.99,608,26,93445.93,1.7,3,One-Year,Credit Card,Tablet,0
67,60110.85,439,22,1017.83,7.2,2,Month-to-Month,Bank Transfer,Desktop,1
66,120165.4,453,58,6518.44,110.0,4,Month-to-Month,Electronic Check,Desktop,1
68,64193.01,728,63,135597.0,109.1,2,Month-to-Month,Credit Card,Desktop,0
49,114532.92,535,28,79134.56,27.9,2,Month-to-Month,Bank Transfer,Desktop,0
58,80677.36,599,65,110385.3,66.1,3,Two-Year,Credit Card,Mobile,0
53,152650.6,604,44,125775.15,114.6,3,Month-to-Month,Credit Card,Mobile,0
75,152207.9,425,43,142438.02,60.1,3,Month-to-Month,Credit Card,Mobile,1
70,98989.31,735,37,130402.93,47.8,1,Month-to-Month,Bank Transfer,Mobile,0
51,79376.96,808,66,72496.72,58.5,3,One-Year,Electronic Check,Mobile,0
53,81196.77,457,17,50395.55,95.0,6,Month-to-Month,Credit Card,Desktop,1
19,149885.75,505,40,23173.99,57.8,3,Month-to-Month,Bank Transfer,Mobile,0
32,75867.82,431,38,60048.22,94.2,1,Month-to-Month,Bank Transfer,Mobile,0
51,57404.2,426,61,54974.04,52.4,2,Month-to-Month,Credit Card,Tablet,0
53,38126.69,834,9,83936.23,31.0,2,Month-to-Month,Bank Transfer,Tablet,1
23,97337.43,819,61,99826.41,39.9,2,Month-to-Month,Credit Card,Tablet,0
56,99730.48,809,16,146748.82,10.3,0,One-Year,Credit Card,Desktop,0
59,155340.85,607,2,109257.93,60.2,1,Two-Year,Electronic Check,Mobile,0
68,59292.0,476,43,96562.28,18.6,3,One-Year,Electronic Check,Tablet,0
68,84053.65,834,42,50263.87,97.6,2,Month-to-Month,Electronic Check,Mobile,0
75,150302.89,740,57,5175.58,51.1,3,One-Year,Credit Card,Mobile,0
71,152661.66,631,67,43218.77,92.0,5,One-Year,Credit Card,Mobile,0
29,84614.72,823,30,115267.19,114.6,1,Two-Year,Electronic Check,Desktop,0
20,96164.22,437,13,30790.79,102.1,2,One-Year,Credit Card,Mobile,0
62,72009.31,553,19,106828.23,114.2,2,One-Year,Bank Transfer,Desktop,0
35,169546.01,365,7,86966.98,68.6,0,Month-to-Month,Electronic Check,Mobile,0
57,43389.78,500,9,25778.53,20.7,2,Month-to-Month,Electronic Check,Mobile,0
38,169731.16,773,54,39243.72,112.3,3,Month-to-Month,Credit Card,Mobile,0
32,130999.3,603,61,74445.54,104.4,3,Month-to-Month,Electronic Check,Mobile,0
50,107393.68,537,2,62756.21,103.9,6,Month-to-Month,Bank Transfer,Tablet,1
52,30062.15,678,50,116784.58,83.5,1,Month-to-Month,Bank Transfer,Tablet,0
43,98717.41,381,31,110160.7,75.4,3,One-Year,Bank Transfer,Mobile,0
25,88200.96,620,33,86186.18,2.8,1,Two-Year,Credit Card,Tablet,0
53,49988.92,834,11,123341.21,90.0,1,Month-to-Month,Credit Card,Desktop,0
65,126743.49,746,33,84400.43,11.9,3,Month-to-Month,Electronic Check,Mobile,0
47,175528.39,354,7,144658.39,31.9,5,Two-Year,Credit Card,Desktop,0
40,112139.27,808,31,32583.61,66.6,0,Two-Year,Bank Transfer,Tablet,0
59,135786.76,679,48,107119.8,54.8,4,Month-to-Month,Bank Transfer,Mobile,0
61,35609.82,657,47,55491.62,2.9,3,Month-to-Month,Credit Card,Mobile,0
31,89738.38,682,53,41844.93,99.1,1,Month-to-Month,Bank Transfer,Mobile,0
31,43035.57,518,19,27058.12,105.6,0,Month-to-Month,Electronic Check,Mobile,0
19,119983.35,530,6,82875.52,82.1,7,Two-Year,Credit Card,Mobile,0
72,170464.73,715,49,32320.41,65.4,4,One-Year,Bank Transfer,Desktop,0
54,127575.55,527,50,30052.63,115.3,1,Month-to-Month,Electronic Check,Desktop,0
22,36904.47,492,12,148579.79,15.3,3,Two-Year,Bank Transfer,Mobile,0
55,79973.26,711,23,120262.11,88.8,3,One-Year,Credit Card,Mobile,0
62,110352.82,597,54,112241.52,16.3,1,Two-Year,Bank Transfer,Desktop,0
58,87497.2,476,69,119109.09,46.4,2,Two-Year,Electronic Check,Mobile,0
71,154214.82,612,59,145338.43,70.7,3,Month-to-Month,Credit Card,Desktop,0
64,151274.01,389,36,85991.5,88.7,2,Month-to-Month,Bank Transfer,Tablet,0
31,119833.81,761,3,33036.58,1.4,2,Month-to-Month,Electronic Check,Tablet,0
73,82885.98,765,58,129331.45,32.0,2,Two-Year,Electronic Check,Desktop,0
56,64577.14,704,55,111409.61,65.0,2,Two-Year,Bank Transfer,Mobile,0
42,41410.52,604,57,62146.25,64.4,0,One-Year,Electronic Check,Mobile,0
37,80009.14,492,17,71035.42,76.9,1,Month-to-Month,Credit Card,Desktop,0
19,89041.74,589,39,61687.86,37.2,1,Month-to-Month,Electronic Check,Tablet,0
56,129752.55,577,68,139491.32,65.3,2,One-Year,Bank Transfer,Mobile,0
23,127014.77,690,55,51529.74,23.6,2,One-Year,Credit Card,Mobile,0
34,35866.76,547,45,144522.64,23.2,1,Month-to-Month,Bank Transfer,Desktop,0
42,86265.19,414,1,136540.77,69.6,2,Month-to-Month,Credit Card,Mobile,0
74,53175.72,737,21,94578.17,82.6,3,One-Year,Credit Card,Mobile,0
45,49305.97,360,21,86973.27,15.3,3,Two-Year,Credit Card,Tablet,0
19,153231.83,457,52,55513.39,15.6,1,Month-to-Month,Credit Card,Mobile,0
52,31496.86,375,43,2750.76,68.3,2,Month-to-Month,Credit Card,Mobile,0
54,89973.35,794,52,19143.48,33.1,2,One-Year,Electronic Check,Desktop,0
22,51071.57,770,67,113134.7,47.7,1,Two-Year,Credit Card,Desktop,0
18,161296.18,500,44,70731.02,48.7,3,Month-to-Month,Bank Transfer,Mobile,0
57,111341.28,570,32,22475.72,22.2,0,Month-to-Month,Bank Transfer,Mobile,0
29,60864.0,690,10,39594.13,1.2,0,Month-to-Month,Credit Card,Desktop,1
73,102876.23,845,64,142175.53,102.5,1,Month-to-Month,Electronic Check,Desktop,0
53,138380.39,586,69,55069.93,86.1,3,Month-to-Month,Electronic Check,Mobile,0
62,173508.29,586,68,136152.29,83.2,2,One-Year,Credit Card,Mobile,0
40,59169.13,846,28,45695.37,66.0,3,Month-to-Month,Electronic Check,Desktop,0
64,162358.17,568,53,81483.01,84.4,2,One-Year,Bank Transfer,Desktop,0
48,169817.14,836,51,3071.56,112.3,4,Month-to-Month,Credit Card,Desktop,0
28,167045.18,773,53,78281.27,80.2,1,Month-to-Month,Bank Transfer,Desktop,0
27,123489.23,810,4,95541.3,32.5,2,Month-to-Month,Bank Transfer,Desktop,0
20,122622.2,500,17,35145.76,68.9,3,Month-to-Month,Bank Transfer,Mobile,0
71,87497.65,472,67,86840.58,53.6,1,Month-to-Month,Bank Transfer,Tablet,0
31,141621.67,493,47,97075.17,67.2,2,Two-Year,Credit Card,Tablet,0
33,107350.57,827,56,103032.91,62.6,3,Month-to-Month,Electronic Check,Desktop,0
27,130002.9,538,23,116460.5,103.2,4,Month-to-Month,Electronic Check,Mobile,1
46,91410.98,604,18,46700.89,78.6,2,One-Year,Bank Transfer,Desktop,0
